Company Name,Ticker,NSE Symbol
CIE Automotive India Ltd.,CIEINDIA.NS,NSE:CIEINDIA
Campus Activewear Ltd.,CAMPUS.NS,NSE:CAMPUS
Can Fin Homes Ltd.,CANFINHOME.NS,NSE:CANFINHOME
Caplin Point Laboratories Ltd.,CAPLIPOINT.NS,NSE:CAPLIPOINT
Capri Global Capital Ltd.,CGCL.NS,NSE:CGCL
Castrol India Ltd.,CASTROLIND.NS,NSE:CASTROLIND
Ceat Ltd.,CEATLTD.NS,NSE:CEATLTD
Cello World Ltd.,CELLO.NS,NSE:CELLO
Central Bank of India,CENTRALBK.NS,NSE:CENTRALBK
Central Depository Services (India) Ltd.,CDSL.NS,NSE:CDSL
Century Plyboards (India) Ltd.,CENTURYPLY.NS,NSE:CENTURYPLY
Cera Sanitaryware Ltd,CERA.NS,NSE:CERA
Chalet Hotels Ltd.,CHALET.NS,NSE:CHALET
Chambal Fertilizers & Chemicals Ltd.,CHAMBLFERT.NS,NSE:CHAMBLFERT
Chemplast Sanmar Ltd.,CHEMPLASTS.NS,NSE:CHEMPLASTS
Chennai Petroleum Corporation Ltd.,CHENNPETRO.NS,NSE:CHENNPETRO
Cholamandalam Financial Holdings Ltd.,CHOLAHLDNG.NS,NSE:CHOLAHLDNG
City Union Bank Ltd.,CUB.NS,NSE:CUB
Clean Science and Technology Ltd.,CLEAN.NS,NSE:CLEAN
Computer Age Management Services Ltd.,CAMS.NS,NSE:CAMS
Concord Biotech Ltd.,CONCORDBIO.NS,NSE:CONCORDBIO
Craftsman Automation Ltd.,CRAFTSMAN.NS,NSE:CRAFTSMAN
CreditAccess Grameen Ltd.,CREDITACC.NS,NSE:CREDITACC
Crompton Greaves Consumer Electricals Ltd.,CROMPTON.NS,NSE:CROMPTON
Cyient Ltd.,CYIENT.NS,NSE:CYIENT
DOMS Industries Ltd.,DOMS.NS,NSE:DOMS
Data Patterns (India) Ltd.,DATAPATTNS.NS,NSE:DATAPATTNS
Deepak Fertilisers & Petrochemicals Corp. Ltd.,DEEPAKFERT.NS,NSE:DEEPAKFERT
Devyani International Ltd.,DEVYANI.NS,NSE:DEVYANI
Dr. Lal Path Labs Ltd.,LALPATHLAB.NS,NSE:LALPATHLAB
E.I.D. Parry (India) Ltd.,EIDPARRY.NS,NSE:EIDPARRY
EIH Ltd.,EIHOTEL.NS,NSE:EIHOTEL
Easy Trip Planners Ltd.,EASEMYTRIP.NS,NSE:EASEMYTRIP
Elecon Engineering Co. Ltd.,ELECON.NS,NSE:ELECON
Elgi Equipments Ltd.,ELGIEQUIP.NS,NSE:ELGIEQUIP
Emcure Pharmaceuticals Ltd.,EMCURE.NS,NSE:EMCURE
Engineers India Ltd.,ENGINERSIN.NS,NSE:ENGINERSIN
Equitas Small Finance Bank Ltd.,EQUITASBNK.NS,NSE:EQUITASBNK
Eris Lifesciences Ltd.,ERIS.NS,NSE:ERIS
Fine Organic Industries Ltd.,FINEORG.NS,NSE:FINEORG
Finolex Cables Ltd.,FINCABLES.NS,NSE:FINCABLES
Finolex Industries Ltd.,FINPIPE.NS,NSE:FINPIPE
Firstsource Solutions Ltd.,FSL.NS,NSE:FSL
Five-Star Business Finance Ltd.,FIVESTAR.NS,NSE:FIVESTAR
G R Infraprojects Ltd.,GRINFRA.NS,NSE:GRINFRA
GE Vernova T&D India Ltd.,GVT&D.NS,NSE:GVT&D
Garden Reach Shipbuilders & Engineers Ltd.,GRSE.NS,NSE:GRSE
Gillette India Ltd.,GILLETTE.NS,NSE:GILLETTE
Glenmark Pharmaceuticals Ltd.,GLENMARK.NS,NSE:GLENMARK
Go Digit General Insurance Ltd.,GODIGIT.NS,NSE:GODIGIT
Godawari Power & Ispat Ltd.,GPIL.NS,NSE:GPIL
Godfrey Phillips India Ltd.,GODFRYPHLP.NS,NSE:GODFRYPHLP
Godrej Agrovet Ltd.,GODREJAGRO.NS,NSE:GODREJAGRO
Granules India Ltd.,GRANULES.NS,NSE:GRANULES
Graphite India Ltd.,GRAPHITE.NS,NSE:GRAPHITE
Great Eastern Shipping Co. Ltd.,GESHIP.NS,NSE:GESHIP
Gujarat Ambuja Exports Ltd.,GAEL.NS,NSE:GAEL
Gujarat Mineral Development Corporation Ltd.,GMDCLTD.NS,NSE:GMDCLTD
Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,GNFC.NS,NSE:GNFC
Gujarat Pipavav Port Ltd.,GPPL.NS,NSE:GPPL
Gujarat State Fertilizers & Chemicals Ltd.,GSFC.NS,NSE:GSFC
Gujarat State Petronet Ltd.,GSPL.NS,NSE:GSPL
H.E.G. Ltd.,HEG.NS,NSE:HEG
HBL Power Systems Ltd.,HBLPOWER.NS,NSE:HBLPOWER
HFCL Ltd.,HFCL.NS,NSE:HFCL
Happiest Minds Technologies Ltd.,HAPPSTMNDS.NS,NSE:HAPPSTMNDS
Himadri Speciality Chemical Ltd.,HSCL.NS,NSE:HSCL
Hindustan Copper Ltd.,HINDCOPPER.NS,NSE:HINDCOPPER
Home First Finance Company India Ltd.,HOMEFIRST.NS,NSE:HOMEFIRST
Honasa Consumer Ltd.,HONASA.NS,NSE:HONASA
ICICI Securities Ltd.,ISEC.NS,NSE:ISEC
IFCI Ltd.,IFCI.NS,NSE:IFCI
IIFL Finance Ltd.,IIFL.NS,NSE:IIFL
INOX India Ltd.,INOXINDIA.NS,NSE:INOXINDIA
IRCON International Ltd.,IRCON.NS,NSE:IRCON
ITI Ltd.,ITI.NS,NSE:ITI
Indegene Ltd.,INDGN.NS,NSE:INDGN
India Cements Ltd.,INDIACEM.NS,NSE:INDIACEM
Indiamart Intermesh Ltd.,INDIAMART.NS,NSE:INDIAMART
Indian Energy Exchange Ltd.,IEX.NS,NSE:IEX
Inox Wind Ltd.,INOXWIND.NS,NSE:INOXWIND
Intellect Design Arena Ltd.,INTELLECT.NS,NSE:INTELLECT
J.B. Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM.NS,NSE:JBCHEPHARM
JBM Auto Ltd.,JBMA.NS,NSE:JBMA
JK Lakshmi Cement Ltd.,JKLAKSHMI.NS,NSE:JKLAKSHMI
JK Tyre & Industries Ltd.,JKTYRE.NS,NSE:JKTYRE
JM Financial Ltd.,JMFINANCIL.NS,NSE:JMFINANCIL
Jaiprakash Power Ventures Ltd.,JPPOWER.NS,NSE:JPPOWER
Jammu & Kashmir Bank Ltd.,J&KBANK.NS,NSE:J&KBANK
Jindal Saw Ltd.,JINDALSAW.NS,NSE:JINDALSAW
Jubilant Ingrevia Ltd.,JUBLINGREA.NS,NSE:JUBLINGREA
Jubilant Pharmova Ltd.,JUBLPHARMA.NS,NSE:JUBLPHARMA
Jupiter Wagons Ltd.,JWL.NS,NSE:JWL
Justdial Ltd.,JUSTDIAL.NS,NSE:JUSTDIAL
Jyothy Labs Ltd.,JYOTHYLAB.NS,NSE:JYOTHYLAB
Jyoti CNC Automation Ltd.,JYOTICNC.NS,NSE:JYOTICNC
KNR Constructions Ltd.,KNRCON.NS,NSE:KNRCON
KSB Ltd.,KSB.NS,NSE:KSB
Kajaria Ceramics Ltd.,KAJARIACER.NS,NSE:KAJARIACER
Kalpataru Projects International Ltd.,KPIL.NS,NSE:KPIL
Kansai Nerolac Paints Ltd.,KANSAINER.NS,NSE:KANSAINER
Karur Vysya Bank Ltd.,KARURVYSYA.NS,NSE:KARURVYSYA
Kaynes Technology India Ltd.,KAYNES.NS,NSE:KAYNES
Kec International Ltd.,KEC.NS,NSE:KEC
Kfin Technologies Ltd.,KFINTECH.NS,NSE:KFINTECH
Kirloskar Brothers Ltd.,KIRLOSBROS.NS,NSE:KIRLOSBROS
Kirloskar Oil Eng Ltd.,KIRLOSENG.NS,NSE:KIRLOSENG
Krishna Institute of Medical Sciences Ltd.,KIMS.NS,NSE:KIMS
Latent View Analytics Ltd.,LATENTVIEW.NS,NSE:LATENTVIEW
Laurus Labs Ltd.,LAURUSLABS.NS,NSE:LAURUSLABS
Lemon Tree Hotels Ltd.,LEMONTREE.NS,NSE:LEMONTREE
MMTC Ltd.,MMTC.NS,NSE:MMTC
Mahanagar Gas Ltd.,MGL.NS,NSE:MGL
Maharashtra Seamless Ltd.,MAHSEAMLES.NS,NSE:MAHSEAMLES
Mahindra Lifespace Developers Ltd.,MAHLIFE.NS,NSE:MAHLIFE
Manappuram Finance Ltd.,MANAPPURAM.NS,NSE:MANAPPURAM
Mastek Ltd.,MASTEK.NS,NSE:MASTEK
Metropolis Healthcare Ltd.,METROPOLIS.NS,NSE:METROPOLIS
Minda Corporation Ltd.,MINDACORP.NS,NSE:MINDACORP
Motilal Oswal Financial Services Ltd.,MOTILALOFS.NS,NSE:MOTILALOFS
Multi Commodity Exchange of India Ltd.,MCX.NS,NSE:MCX
NATCO Pharma Ltd.,NATCOPHARM.NS,NSE:NATCOPHARM
NBCC (India) Ltd.,NBCC.NS,NSE:NBCC
NCC Ltd.,NCC.NS,NSE:NCC
NMDC Steel Ltd.,NSLNISP.NS,NSE:NSLNISP
Narayana Hrudayalaya Ltd.,NH.NS,NSE:NH
National Aluminium Co. Ltd.,NATIONALUM.NS,NSE:NATIONALUM
Navin Fluorine International Ltd.,NAVINFLUOR.NS,NSE:NAVINFLUOR
Netweb Technologies India Ltd.,NETWEB.NS,NSE:NETWEB
Network18 Media & Investments Ltd.,NETWORK18.NS,NSE:NETWORK18
Newgen Software Technologies Ltd.,NEWGEN.NS,NSE:NEWGEN
Nuvama Wealth Management Ltd.,NUVAMA.NS,NSE:NUVAMA
Nuvoco Vistas Corporation Ltd.,NUVOCO.NS,NSE:NUVOCO
Olectra Greentech Ltd.,OLECTRA.NS,NSE:OLECTRA
PCBL Ltd.,PCBL.NS,NSE:PCBL
PNB Housing Finance Ltd.,PNBHOUSING.NS,NSE:PNBHOUSING
PNC Infratech Ltd.,PNCINFRA.NS,NSE:PNCINFRA
PTC Industries Ltd.,PTCIL.NS,NSE:PTCIL
PVR INOX Ltd.,PVRINOX.NS,NSE:PVRINOX
Pfizer Ltd.,PFIZER.NS,NSE:PFIZER
Piramal Enterprises Ltd.,PEL.NS,NSE:PEL
Piramal Pharma Ltd.,PPLPHARMA.NS,NSE:PPLPHARMA
Poly Medicure Ltd.,POLYMED.NS,NSE:POLYMED
Praj Industries Ltd.,PRAJIND.NS,NSE:PRAJIND
Quess Corp Ltd.,QUESS.NS,NSE:QUESS
R R Kabel Ltd.,RRKABEL.NS,NSE:RRKABEL
RBL Bank Ltd.,RBLBANK.NS,NSE:RBLBANK
RHI MAGNESITA INDIA LTD.,RHIM.NS,NSE:RHIM
RITES Ltd.,RITES.NS,NSE:RITES
Radico Khaitan Ltd,RADICO.NS,NSE:RADICO
Railtel Corporation Of India Ltd.,RAILTEL.NS,NSE:RAILTEL
Rainbow Childrens Medicare Ltd.,RAINBOW.NS,NSE:RAINBOW
Rajesh Exports Ltd.,RAJESHEXPO.NS,NSE:RAJESHEXPO
Ramkrishna Forgings Ltd.,RKFORGE.NS,NSE:RKFORGE
Rashtriya Chemicals & Fertilizers Ltd.,RCF.NS,NSE:RCF
Ratnamani Metals & Tubes Ltd.,RATNAMANI.NS,NSE:RATNAMANI
RattanIndia Enterprises Ltd.,RTNINDIA.NS,NSE:RTNINDIA
Raymond Ltd.,RAYMOND.NS,NSE:RAYMOND
Redington Ltd.,REDINGTON.NS,NSE:REDINGTON
Route Mobile Ltd.,ROUTE.NS,NSE:ROUTE
SBFC Finance Ltd.,SBFC.NS,NSE:SBFC
Sammaan Capital Ltd.,SAMMAANCAP.NS,NSE:SAMMAANCAP
Sanofi India Ltd.,SANOFI.NS,NSE:SANOFI
Sapphire Foods India Ltd.,SAPPHIRE.NS,NSE:SAPPHIRE
Saregama India Ltd,SAREGAMA.NS,NSE:SAREGAMA
Schneider Electric Infrastructure Ltd.,SCHNEIDER.NS,NSE:SCHNEIDER
Shipping Corporation of India Ltd.,SCI.NS,NSE:SCI
Shree Renuka Sugars Ltd.,RENUKA.NS,NSE:RENUKA
Shyam Metalics and Energy Ltd.,SHYAMMETL.NS,NSE:SHYAMMETL
Signatureglobal (India) Ltd.,SIGNATURE.NS,NSE:SIGNATURE
Sobha Ltd.,SOBHA.NS,NSE:SOBHA
Sonata Software Ltd.,SONATSOFTW.NS,NSE:SONATSOFTW
Sterling and Wilson Renewable Energy Ltd.,SWSOLAR.NS,NSE:SWSOLAR
Sumitomo Chemical India Ltd.,SUMICHEM.NS,NSE:SUMICHEM
Sun Pharma Advanced Research Company Ltd.,SPARC.NS,NSE:SPARC
Suven Pharmaceuticals Ltd.,SUVENPHAR.NS,NSE:SUVENPHAR
Swan Energy Ltd.,SWANENERGY.NS,NSE:SWANENERGY
Syrma SGS Technology Ltd.,SYRMA.NS,NSE:SYRMA
TBO Tek Ltd.,TBOTEK.NS,NSE:TBOTEK
TVS Supply Chain Solutions Ltd.,TVSSCS.NS,NSE:TVSSCS
Tanla Platforms Ltd.,TANLA.NS,NSE:TANLA
Tata Teleservices (Maharashtra) Ltd.,TTML.NS,NSE:TTML
Techno Electric & Engineering Company Ltd.,TECHNOE.NS,NSE:TECHNOE
Tejas Networks Ltd.,TEJASNET.NS,NSE:TEJASNET
The Ramco Cements Ltd.,RAMCOCEM.NS,NSE:RAMCOCEM
Titagarh Rail Systems Ltd.,TITAGARH.NS,NSE:TITAGARH
Trident Ltd.,TRIDENT.NS,NSE:TRIDENT
Triveni Engineering & Industries Ltd.,TRIVENI.NS,NSE:TRIVENI
Triveni Turbine Ltd.,TRITURBINE.NS,NSE:TRITURBINE
UCO Bank,UCOBANK.NS,NSE:UCOBANK
UTI Asset Management Company Ltd.,UTIAMC.NS,NSE:UTIAMC
Ujjivan Small Finance Bank Ltd.,UJJIVANSFB.NS,NSE:UJJIVANSFB
Usha Martin Ltd.,USHAMART.NS,NSE:USHAMART
V-Guard Industries Ltd.,VGUARD.NS,NSE:VGUARD
V.I.P. Industries Ltd.,VIPIND.NS,NSE:VIPIND
Valor Estate Ltd.,DBREALTY.NS,NSE:DBREALTY
Vardhman Textiles Ltd.,VTL.NS,NSE:VTL
Varroc Engineering Ltd.,VARROC.NS,NSE:VARROC
Vedant Fashions Ltd.,MANYAVAR.NS,NSE:MANYAVAR
Vijaya Diagnostic Centre Ltd.,VIJAYA.NS,NSE:VIJAYA
Vinati Organics Ltd.,VINATIORGA.NS,NSE:VINATIORGA
Welspun Corp Ltd.,WELCORP.NS,NSE:WELCORP
Welspun Living Ltd.,WELSPUNLIV.NS,NSE:WELSPUNLIV
Westlife Foodworld Ltd.,WESTLIFE.NS,NSE:WESTLIFE
Whirlpool of India Ltd.,WHIRLPOOL.NS,NSE:WHIRLPOOL
Zee Entertainment Enterprises Ltd.,ZEEL.NS,NSE:ZEEL
Zensar Technolgies Ltd.,ZENSARTECH.NS,NSE:ZENSARTECH
eClerx Services Ltd.,ECLERX.NS,NSE:ECLERX
